2016-11-28 19:30:00;Philadelphia 76ers;95;Toronto Raptors;122
2016-11-28 19:00:00;Sacramento Kings;95;Washington Wizards;101
2016-11-29 19:30:00;Los Angeles Clippers;122;Brooklyn Nets;127
2016-11-29 19:00:00;Detroit Pistons;112;Charlotte Hornets;89
2016-11-29 20:00:00;Cleveland Cavaliers;101;Milwaukee Bucks;118
2016-11-29 20:00:00;Los Angeles Lakers;88;New Orleans Pelicans;105
2016-11-29 20:30:00;Orlando Magic;95;San Antonio Spurs;83
2016-11-29 21:00:00;Houston Rockets;101;Utah Jazz;120
2016-11-30 19:30:00;Detroit Pistons;121;Boston Celtics;114
2016-11-30 20:00:00;Los Angeles Lakers;96;Chicago Bulls;90
2016-11-30 20:30:00;San Antonio Spurs;94;Dallas Mavericks;87
2016-11-30 21:00:00;Miami Heat;106;Denver Nuggets;98
2016-11-30 20:00:00;New York Knicks;106;Minnesota Timberwolves;104
2016-11-30 20:00:00;Washington Wizards;115;Oklahoma City Thunder;126
2016-11-30 21:00:00;Atlanta Hawks;107;Phoenix Suns;109
2016-11-30 22:00:00;Indiana Pacers;109;Portland Trail Blazers;131
2016-11-30 19:30:00;Memphis Grizzlies;105;Toronto Raptors;120
2016-12-01 19:30:00;Milwaukee Bucks;111;Brooklyn Nets;93
2016-12-01 19:00:00;Dallas Mavericks;87;Charlotte Hornets;97
2016-12-01 20:00:00;Los Angeles Clippers;113;Cleveland Cavaliers;94
2016-12-01 22:30:00;Houston Rockets;132;Golden State Warriors;127
2016-12-01 20:00:00;Orlando Magic;94;Memphis Grizzlies;95
2016-12-01 21:00:00;Miami Heat;111;Utah Jazz;110
2016-12-02 20:00:00;Detroit Pistons;121;Atlanta Hawks;85
2016-12-02 19:30:00;Sacramento Kings;92;Boston Celtics;97
2016-12-02 20:00:00;Cleveland Cavaliers;105;Chicago Bulls;111
2016-12-02 22:30:00;Houston Rockets;128;Denver Nuggets;110
2016-12-02 20:00:00;Los Angeles Clippers;114;New Orleans Pelicans;96
2016-12-02 19:30:00;Minnesota Timberwolves;114;New York Knicks;118
2016-12-02 19:00:00;Orlando Magic;105;Philadelphia 76ers;88
2016-12-02 20:30:00;Washington Wizards;105;San Antonio Spurs;107
2016-12-02 19:30:00;Los Angeles Lakers;80;Toronto Raptors;113
2016-12-03 19:00:00;Minnesota Timberwolves;125;Charlotte Hornets;120
2016-12-03 20:30:00;Chicago Bulls;82;Dallas Mavericks;107
2016-12-03 22:30:00;Phoenix Suns;109;Golden State Warriors;138
2016-12-03 20:00:00;Los Angeles Lakers;100;Memphis Grizzlies;103
2016-12-03 17:00:00;Brooklyn Nets;103;Milwaukee Bucks;112
2016-12-03 19:30:00;Boston Celtics;107;Philadelphia 76ers;106
2016-12-03 22:00:00;Miami Heat;92;Portland Trail Blazers;99
2016-12-03 19:30:00;Atlanta Hawks;84;Toronto Raptors;128
2016-12-03 21:00:00;Denver Nuggets;98;Utah Jazz;105
2016-12-04 18:00:00;Orlando Magic;98;Detroit Pistons;92
2016-12-04 21:30:00;Indiana Pacers;111;Los Angeles Clippers;102
2016-12-04 19:30:00;Sacramento Kings;98;New York Knicks;106
2016-12-04 19:00:00;New Orleans Pelicans;92;Oklahoma City Thunder;101
2016-12-05 19:30:00;Oklahoma City Thunder;102;Atlanta Hawks;99
2016-12-05 19:30:00;Washington Wizards;118;Brooklyn Nets;113
2016-12-05 20:00:00;Portland Trail Blazers;112;Chicago Bulls;110
2016-12-05 20:30:00;Charlotte Hornets;109;Dallas Mavericks;101
2016-12-05 22:30:00;Indiana Pacers;106;Golden State Warriors;142
2016-12-05 20:00:00;Boston Celtics;106;Houston Rockets;107
2016-12-05 22:30:00;Utah Jazz;107;Los Angeles Lakers;101
2016-12-05 20:00:00;San Antonio Spurs;97;Milwaukee Bucks;96
2016-12-05 20:00:00;Memphis Grizzlies;110;New Orleans Pelicans;108
2016-12-05 19:00:00;Denver Nuggets;106;Philadelphia 76ers;98
2016-12-05 19:30:00;Cleveland Cavaliers;116;Toronto Raptors;112
2016-12-06 19:30:00;Chicago Bulls;91;Detroit Pistons;102
